nonlinearity,hidden_layers,hidden_size,cd_runtime_seconds,spice_runtime_seconds,speedup_vs_spice,average_outer_iterations,average_inner_iterations_per_call,total_inner_iterations,coord_metadata_rel_path,spice_source_rel_path
double_diode_exponential,3,64,27.568683123216033,138.92970724403858,5.0394031018131455,9.577777777777778,1.8792539064912606,30427.0,cd_metadata/double_diode_exponential__hidden_3__hidden_64/validation_metadata.json,<source-tree>/labs/figures_for_paper_digits/timings/double_diode_replacement_reruns_maxicao_20260518-124819/double_diode_exponential_3x64/20260518-124823_double_diode_exponential/validation_states_spice_layers_metadata.json
double_diode_exponential,3,128,21.921956384088844,1183.5095278018853,53.987404548477585,16.158333333333335,1.3893186636868948,24245.0,cd_metadata/double_diode_exponential__hidden_3__hidden_128/validation_metadata.json,hidden_3/hidden_128/excellent_trained_amp4/validation_states_spice_layers_metadata.json
double_diode_exponential,3,256,47.41666790610179,14361.823428260162,302.88554768758894,16.644444444444446,7.844403649310191,141011.0,hidden_3/hidden_256/maxicao_timings/20260429-113044_double_diode_exponential/validation_metadata.json,hidden_3/hidden_256/validation_states_spice_layers_metadata.json
double_diode_exponential,3,512,78.67486318852752,,,51.93611111111111,1.0,56091.0,cd_metadata/double_diode_exponential__hidden_3__hidden_512/validation_metadata.json,
experimental,1,64,11.807468615937978,22.023331308970228,1.8652034593801634,13.777777777777779,20.35241935483871,100948.0,cd_metadata/experimental__hidden_1__hidden_64/validation_metadata.json,hidden_1/hidden_64/redundant/20260311-172944_experimental/validation_states_spice_layers_metadata.json
experimental,1,128,2.9500164119526744,39.070677741081454,13.2442238567818,14.141666666666667,1.0235710076605775,5211.0,cd_metadata/experimental__hidden_1__hidden_128/validation_metadata.json,hidden_1/hidden_128/validation_states_spice_layers_metadata.json
experimental,1,256,8.973515389952809,94.7898937149439,10.563295386006175,8.05,20.87543133195307,60497.0,cd_metadata/experimental__hidden_1__hidden_256/validation_metadata.json,hidden_1/hidden_256/validation_states_spice_layers_metadata.json
experimental,1,512,9.070368121843785,311.14014074695297,34.30292316335511,7.233333333333333,21.082181259600613,54898.0,cd_metadata/experimental__hidden_1__hidden_512/validation_metadata.json,hidden_1/hidden_512/validation_states_spice_layers_metadata.json
experimental,1,1024,10.487423300743103,1094.951770302141,104.4061767035337,5.761111111111111,24.476374156219865,50764.0,cd_metadata/experimental__hidden_1__hidden_1024/validation_metadata.json,hidden_1/hidden_1024/validation_states_spice_layers_metadata.json
experimental,2,64,11.10521860839799,61.481018747901544,5.536227688611943,33.4,1.0,24048.0,cd_metadata/experimental__hidden_2__hidden_64/validation_metadata.json,hidden_2/hidden_64/20260311-171025_experimental/validation_states_spice_layers_metadata.json
experimental,2,128,12.75565816834569,543.7305558170192,42.62661703857315,21.23611111111111,3.9558534990189664,60485.0,cd_metadata/experimental__hidden_2__hidden_128/validation_metadata.json,hidden_2/hidden_128/super_high_accuracy/validation_states_spice_layers_metadata.json
experimental,2,256,15.34040185296908,4301.242321081925,280.3865480387944,39.93611111111111,1.0,28754.0,cd_metadata/experimental__hidden_2__hidden_256/validation_metadata.json,hidden_2/hidden_256/20260311-171041_experimental/validation_states_spice_layers_metadata.json
experimental,2,512,29.91768865007907,52009.10704533104,1738.4065879432026,61.99444444444445,1.0,44636.0,cd_metadata/experimental__hidden_2__hidden_512/validation_metadata.json,<paper-source-results>/digits_simulations/experimental/hidden_2/hidden_512/validation/validation_states_spice_layers_metadata.json
experimental,2,1024,54.84354688599706,,,68.48055555555555,1.0,49306.0,cd_metadata/experimental__hidden_2__hidden_1024/validation_metadata.json,
experimental,3,64,15.678639173973352,165.07923992117867,10.528926527961135,7.4222222222222225,15.818363273453095,126800.0,cd_metadata/experimental__hidden_3__hidden_64/validation_metadata.json,hidden_3/hidden_64/validation_states_spice_layers_metadata.json
experimental,3,128,30.6217703782022,1131.4812394059263,36.95022284574898,26.230555555555554,6.905432595573441,195624.0,cd_metadata/experimental__hidden_3__hidden_128/validation_metadata.json,hidden_3/hidden_128/amp_4/validation_states_spice_layers_metadata.json
experimental,3,256,12.471815628930926,13723.796278140042,1100.3847945206062,13.166666666666666,3.6431082981715894,51805.0,cd_metadata/experimental__hidden_3__hidden_256/validation_metadata.json,hidden_3/hidden_256/validation_states_spice_layers_metadata.json
experimental,3,512,67.94392351992428,,,95.21388888888889,1.0,102831.0,cd_metadata/experimental__hidden_3__hidden_512/validation_metadata.json,
