case,accuracy_pct,correct,total,source,input_gain,voltage_amp,current_amp,batch_size,exp_clip,max_newton_iters,rel_tol,vn_tol,num_iterations,overrelaxation_factor,p90_node_weighted_rel_l1,has_spice_npz,bundle_spice_npz,has_error_json,bundle_error_json,has_cd_metadata,bundle_cd_metadata,bundle_cd_timing_log,original_spice_npz_path,original_error_path,original_cd_run_dir,notes,has_config_json,bundle_config_json,original_config_path,has_weight_checkpoint,bundle_weight_checkpoint,original_weight_checkpoint_path,has_cd_npz,bundle_cd_npz_files
double_diode_exponential/hidden_3/hidden_64,91.94,331,360,current replacement corrected CD,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.2,1.2784065671213276e-05,True,spice_npz/double_diode_exponential__hidden_3__hidden_64/validation_states_spice_layers.npz,True,errors/double_diode_exponential__hidden_3__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/double_diode_exponential__hidden_3__hidden_64/validation_metadata.json,cd_metadata/double_diode_exponential__hidden_3__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/double_diode_replacement_reruns_maxicao_20260518-124819/double_diode_exponential_3x64/20260518-124823_double_diode_exponential/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/double_diode_replacement/double_diode_exponential_3x64/20260519-071644_double_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/double_diode_replacement/double_diode_exponential_3x64/20260519-071644_double_diode_exponential,CD rerun uses batch=1 exp_clip=165 max_newton=8 against existing SPICE,True,configs/double_diode_exponential__hidden_3__hidden_64/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/double_diode_replacement/double_diode_exponential_3x64/config_override.json,True,weights/double_diode_exponential__hidden_3__hidden_64/model_test_accuracy_0p92.pt,<paper-source-results>/digits_simulations/double_diode_exponential/hidden_3/hidden_64/hard_sigmoid_v_off_1p4_gon10_goff1e-7_bp_lr0p005_until92_staged/stage500_train/20260507-204632_hard_sigmoid/model_test_accuracy_0p92.pt,True,cd_npz/double_diode_exponential__hidden_3__hidden_64/validation_states.npz
double_diode_exponential/hidden_3/hidden_128,96.11,346,360,April29 timing CD,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,1.1884189835438427e-05,True,spice_npz/double_diode_exponential__hidden_3__hidden_128/validation_states_spice_layers.npz,True,errors/double_diode_exponential__hidden_3__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/double_diode_exponential__hidden_3__hidden_128/validation_metadata.json,cd_metadata/double_diode_exponential__hidden_3__hidden_128/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/double_diode_exponential/hidden_3/hidden_128/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/double_diode_exponential/hidden_3/hidden_128/20260429-103928_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/double_diode_exponential/hidden_3/hidden_128/20260429-103928_double_diode_exponential,original April29 timing CD row,True,configs/double_diode_exponential__hidden_3__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/double_diode_exponential/hidden_3/hidden_128/config/config_resolved.json,True,weights/double_diode_exponential__hidden_3__hidden_128/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/double_diode_exponential/hidden_3/hidden_128/weights/weights.pt,True,cd_npz/double_diode_exponential__hidden_3__hidden_128/validation_states.npz
double_diode_exponential/hidden_3/hidden_256,90.28,325,360,current replacement corrected CD,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,1.2686052573413274e-05,True,spice_npz/double_diode_exponential__hidden_3__hidden_256/validation_states_spice_layers.npz,True,errors/double_diode_exponential__hidden_3__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/double_diode_exponential__hidden_3__hidden_256/validation_metadata.json,cd_metadata/double_diode_exponential__hidden_3__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/double_diode_3x256_parallel_20260518-192037/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/double_diode_replacement/double_diode_exponential_3x256/20260519-071630_double_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/double_diode_replacement/double_diode_exponential_3x256/20260519-071630_double_diode_exponential,single-process SPICE timing still failed; accuracy is from corrected CD validation,True,configs/double_diode_exponential__hidden_3__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/double_diode_replacement/double_diode_exponential_3x256/config_override.json,True,weights/double_diode_exponential__hidden_3__hidden_256/model_test_accuracy_0p92.pt,<paper-source-results>/digits_simulations/double_diode_exponential/hidden_3/hidden_256/hard_sigmoid_v_off_1p4_gon10_goff1e-7_bp_lr0p005_until92_staged/stage500_train/20260507-204632_hard_sigmoid/model_test_accuracy_0p92.pt,True,cd_npz/double_diode_exponential__hidden_3__hidden_256/validation_states.npz
double_diode_exponential/hidden_3/hidden_512,91.94,331,360,corrected CD-only no SPICE reference,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,,False,,False,,True,cd_metadata/double_diode_exponential__hidden_3__hidden_512/validation_metadata.json,cd_metadata/double_diode_exponential__hidden_3__hidden_512/validation_runtime.log,,,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_excluded_expclip165_maxnewton8_20260520-20260520-135414/double_diode_exponential/hidden_3/hidden_512/20260520-135417_double_diode_exponential,CD rerun only; no fixed SPICE NPZ/error reference available,True,configs/double_diode_exponential__hidden_3__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_excluded_expclip165_maxnewton8_20260520-20260520-135414/configs/double_diode_exponential/hidden_3/hidden_512/config_override.json,True,weights/double_diode_exponential__hidden_3__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/double_diode_exponential/hidden_3/hidden_512/weights/weights.pt,True,cd_npz/double_diode_exponential__hidden_3__hidden_512/validation_states.npz
experimental/hidden_1/hidden_64,95.00,342,360,April29 timing CD,10.0,4.0,1.0,1,100,100,1e-05,1e-06,512,1.0,1.581163261449674e-05,True,spice_npz/experimental__hidden_1__hidden_64/validation_states_spice_layers.npz,True,errors/experimental__hidden_1__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_1__hidden_64/validation_metadata.json,cd_metadata/experimental__hidden_1__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_64/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_64/20260429-104122_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_64/20260429-104122_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_1__hidden_64/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_64/config/config_resolved.json,True,weights/experimental__hidden_1__hidden_64/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_64/weights/weights.pt,True,cd_npz/experimental__hidden_1__hidden_64/validation_states.npz
experimental/hidden_1/hidden_128,91.67,330,360,April29 timing CD,10.0,4.0,1.0,1,100,8,1e-05,1e-06,512,1.0,1.675365216377257e-05,True,spice_npz/experimental__hidden_1__hidden_128/validation_states_spice_layers.npz,True,errors/experimental__hidden_1__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_1__hidden_128/validation_metadata.json,cd_metadata/experimental__hidden_1__hidden_128/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_128/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_128/20260429-104137_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_128/20260429-104137_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_1__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_128/config/config_resolved.json,True,weights/experimental__hidden_1__hidden_128/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_128/weights/weights.pt,True,cd_npz/experimental__hidden_1__hidden_128/validation_states.npz
experimental/hidden_1/hidden_256,95.56,344,360,April29 timing CD,10.0,4.0,1.0,1,100,8,1e-05,1e-06,512,1.0,1.2833556392655314e-05,True,spice_npz/experimental__hidden_1__hidden_256/validation_states_spice_layers.npz,True,errors/experimental__hidden_1__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_1__hidden_256/validation_metadata.json,cd_metadata/experimental__hidden_1__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_256/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_256/20260429-104143_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_256/20260429-104143_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_1__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_256/config/config_resolved.json,True,weights/experimental__hidden_1__hidden_256/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_256/weights/weights.pt,True,cd_npz/experimental__hidden_1__hidden_256/validation_states.npz
experimental/hidden_1/hidden_512,96.11,346,360,April29 timing CD,10.0,4.0,1.0,1,100,8,1e-05,1e-06,512,1.0,1.2572153556988855e-05,True,spice_npz/experimental__hidden_1__hidden_512/validation_states_spice_layers.npz,True,errors/experimental__hidden_1__hidden_512/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_1__hidden_512/validation_metadata.json,cd_metadata/experimental__hidden_1__hidden_512/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_512/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_512/20260429-104155_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_512/20260429-104155_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_1__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_512/config/config_resolved.json,True,weights/experimental__hidden_1__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_512/weights/weights.pt,True,cd_npz/experimental__hidden_1__hidden_512/validation_states.npz
experimental/hidden_1/hidden_1024,95.00,342,360,April29 timing CD,10.0,4.0,1.0,1,100,8,1e-05,1e-06,512,1.0,1.2744305948747641e-05,True,spice_npz/experimental__hidden_1__hidden_1024/validation_states_spice_layers.npz,True,errors/experimental__hidden_1__hidden_1024/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_1__hidden_1024/validation_metadata.json,cd_metadata/experimental__hidden_1__hidden_1024/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_1024/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_1024/20260429-104207_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_1/hidden_1024/20260429-104207_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_1__hidden_1024/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_1024/config/config_resolved.json,True,weights/experimental__hidden_1__hidden_1024/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_1/hidden_1024/weights/weights.pt,True,cd_npz/experimental__hidden_1__hidden_1024/validation_states.npz
experimental/hidden_2/hidden_64,93.89,338,360,April29 timing CD,10.0,4.0,1.0,1,200,8,1e-05,1e-06,512,1,7.972110660028444e-05,True,spice_npz/experimental__hidden_2__hidden_64/validation_states_spice_layers.npz,True,errors/experimental__hidden_2__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_2__hidden_64/validation_metadata.json,cd_metadata/experimental__hidden_2__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_64/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_64/20260429-104220_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_64/20260429-104220_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_2__hidden_64/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_64/config/config_resolved.json,True,weights/experimental__hidden_2__hidden_64/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_64/weights/weights.pt,True,cd_npz/experimental__hidden_2__hidden_64/validation_states.npz
experimental/hidden_2/hidden_128,94.44,340,360,April29 timing CD,10.0,4.0,1.0,1,200,8,1e-05,1e-06,512,1,1.3564627225389795e-05,True,spice_npz/experimental__hidden_2__hidden_128/validation_states_spice_layers.npz,True,errors/experimental__hidden_2__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_2__hidden_128/validation_metadata.json,cd_metadata/experimental__hidden_2__hidden_128/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_128/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_128/20260429-104234_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_128/20260429-104234_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_2__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_128/config/config_resolved.json,True,weights/experimental__hidden_2__hidden_128/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_128/weights/weights.pt,True,cd_npz/experimental__hidden_2__hidden_128/validation_states.npz
experimental/hidden_2/hidden_256,93.61,337,360,April29 timing CD,10.0,4.0,1.0,1,200,8,1e-05,1e-06,512,1,7.413528342685774e-05,True,spice_npz/experimental__hidden_2__hidden_256/validation_states_spice_layers.npz,True,errors/experimental__hidden_2__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_2__hidden_256/validation_metadata.json,cd_metadata/experimental__hidden_2__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_256/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_256/20260429-104250_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_256/20260429-104250_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_2__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_256/config/config_resolved.json,True,weights/experimental__hidden_2__hidden_256/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_256/weights/weights.pt,True,cd_npz/experimental__hidden_2__hidden_256/validation_states.npz
experimental/hidden_2/hidden_512,93.33,336,360,April29 timing CD,10.0,4.0,1.0,1,200,8,1e-05,1e-06,512,1,9.135707282779661e-05,True,spice_npz/experimental__hidden_2__hidden_512/validation_states_spice_layers.npz,True,errors/experimental__hidden_2__hidden_512/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_2__hidden_512/validation_metadata.json,cd_metadata/experimental__hidden_2__hidden_512/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_512/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_512/20260429-104308_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_512/20260429-104308_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_2__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_512/config/config_resolved.json,True,weights/experimental__hidden_2__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_512/weights/weights.pt,True,cd_npz/experimental__hidden_2__hidden_512/validation_states.npz
experimental/hidden_2/hidden_1024,86.11,310,360,April29 timing CD,10.0,4.0,1.0,1,200,8,1e-05,1e-06,512,1,,False,,False,,True,cd_metadata/experimental__hidden_2__hidden_1024/validation_metadata.json,cd_metadata/experimental__hidden_2__hidden_1024/validation_runtime.log,,,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_2/hidden_1024/20260429-104341_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_2__hidden_1024/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_1024/config/config_resolved.json,True,weights/experimental__hidden_2__hidden_1024/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_2/hidden_1024/weights/weights.pt,True,cd_npz/experimental__hidden_2__hidden_1024/validation_states.npz
experimental/hidden_3/hidden_64,82.50,297,360,April29 timing CD,10.0,4.0,1.0,1,100000.0,32,1e-05,1e-06,512,1,1.2730501117907788e-05,True,spice_npz/experimental__hidden_3__hidden_64/validation_states_spice_layers.npz,True,errors/experimental__hidden_3__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_3__hidden_64/validation_metadata.json,cd_metadata/experimental__hidden_3__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_64/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_64/20260429-104439_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_64/20260429-104439_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_3__hidden_64/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_64/config/config_resolved.json,True,weights/experimental__hidden_3__hidden_64/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_64/weights/weights.pt,True,cd_npz/experimental__hidden_3__hidden_64/validation_states.npz
experimental/hidden_3/hidden_128,96.11,346,360,April29 timing CD,10.0,4.0,1.0,1,165,32,1e-05,1e-05,512,1,1.4718841329076368e-05,True,spice_npz/experimental__hidden_3__hidden_128/validation_states_spice_layers.npz,True,errors/experimental__hidden_3__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_3__hidden_128/validation_metadata.json,cd_metadata/experimental__hidden_3__hidden_128/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_128/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_128/20260429-104457_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_128/20260429-104457_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_3__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_128/config/config_resolved.json,True,weights/experimental__hidden_3__hidden_128/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_128/weights/weights.pt,True,cd_npz/experimental__hidden_3__hidden_128/validation_states.npz
experimental/hidden_3/hidden_256,82.78,298,360,April29 timing CD,10.0,4.0,1.0,1,100000.0,32,1e-05,1e-06,256,1,1.1904971960409769e-05,True,spice_npz/experimental__hidden_3__hidden_256/validation_states_spice_layers.npz,True,errors/experimental__hidden_3__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/experimental__hidden_3__hidden_256/validation_metadata.json,cd_metadata/experimental__hidden_3__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_256/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_256/20260429-104531_experimental/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_256/20260429-104531_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_3__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_256/config/config_resolved.json,True,weights/experimental__hidden_3__hidden_256/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_256/weights/weights.pt,True,cd_npz/experimental__hidden_3__hidden_256/validation_states.npz
experimental/hidden_3/hidden_512,91.94,331,360,April29 timing CD,10.0,4.0,1.0,1,100000.0,32,1e-05,1e-06,256,1,,False,,False,,True,cd_metadata/experimental__hidden_3__hidden_512/validation_metadata.json,cd_metadata/experimental__hidden_3__hidden_512/validation_runtime.log,,,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/experimental/hidden_3/hidden_512/20260429-104546_experimental,original April29 timing CD row; experimental not rerun per instruction,True,configs/experimental__hidden_3__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_512/config/config_resolved.json,True,weights/experimental__hidden_3__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/experimental/hidden_3/hidden_512/weights/weights.pt,True,cd_npz/experimental__hidden_3__hidden_512/validation_states.npz
single_diode_exponential/hidden_1/hidden_64,91.39,329,360,current replacement,10.0,4.0,1.0,1,165,8,1e-05,1e-06,128,1,1.5541532226706025e-05,True,spice_npz/single_diode_exponential__hidden_1__hidden_64/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_1__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_1__hidden_64/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_1__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/high_accuracy_replacement_reruns_maxicao_20260518-114011/single_diode_exponential_1x64/20260518-114015_single_diode_exponential/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/high_accuracy_replacement_reruns_maxicao_20260518-114011/single_diode_exponential_1x64/20260518-114015_single_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/high_accuracy_replacement_reruns_maxicao_20260518-114011/single_diode_exponential_1x64/20260518-114015_single_diode_exponential,accepted high-accuracy replacement,True,configs/single_diode_exponential__hidden_1__hidden_64/config.json,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_1/hidden_64/high_accuracy_lpw_v_off_0p8_until92_20260504/config/config_validate_original_single_diode.json,True,weights/single_diode_exponential__hidden_1__hidden_64/model_test_accuracy_0p92.pt,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_1/hidden_64/high_accuracy_lpw_v_off_0p8_until92_20260504/training_lpw_bp/20260504-172434_lpw_diode/model_test_accuracy_0p92.pt,True,cd_npz/single_diode_exponential__hidden_1__hidden_64/validation_states.npz
